Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Tide height (m),Wind direction (deg),Wind gust speed (kn),Wind speed (kn),True air temperature (C),True tide height (m),Independent tide height prediction (m),Independent tide height deviation (m),Dependent tide height prediction (m),Dependent tide height deviation (m),Independent air temperature prediction (C),Independent air temperature deviation (C),Dependent air temperature prediction (C),Dependent air temperature deviation (C)
2007-05-27T14:40:00,0,2007-05-27T14:40:00,994,10.5,1.9,67,19.6,15.8,10.5,1.89,1.906,0.02003,1.9107,0.018615,10.2664,0.15933,10.272,0.15761
2007-05-27T14:45:00,0,2007-05-27T14:45:00,994,9.9,1.9,68,16.9,15.6,9.92,1.91,1.9149,0.019651,1.9202,0.018252,10.3672,0.15597,10.3716,0.15428
2007-05-27T14:50:00,0,2007-05-27T14:50:00,,,,,,,9.83,1.93,1.9244,0.019471,1.9294,0.018085,10.2651,0.1541,10.2708,0.15241
2007-05-27T14:55:00,0,2007-05-27T14:55:00,994,9.9,2,66,20.4,19.4,10.25,1.95,1.9412,0.023027,1.9461,0.020783,10.2882,0.17741,10.2967,0.17493
2007-05-27T15:00:00,0,2007-05-27T15:00:00,994,10.3,2,59,19.8,16,10.25,1.99,1.9853,0.021594,1.9912,0.019634,10.1723,0.16831,10.1813,0.16621
2007-05-27T15:05:00,0,2007-05-27T15:05:00,994,10.2,2,61,22.3,18.2,10.17,2,2.0151,0.020687,2.021,0.018917,10.2238,0.16225,10.2308,0.16035
2007-05-27T15:10:00,0,2007-05-27T15:10:00,994,10.1,2,60,22.7,18.9,10.08,2.04,2.0354,0.0201,2.0482,0.018471,10.2305,0.15827,10.237,0.15648
2007-05-27T15:15:00,0,2007-05-27T15:15:00,,,,,,,10.5,2.06,2.0477,0.01973,2.0668,0.018104,10.2038,0.15573,10.2106,0.15397
2007-05-27T15:20:00,0,2007-05-27T15:20:00,994,10.5,2.1,47,17.5,15.3,10.5,2.1,2.071,0.023252,2.0892,0.020969,10.2122,0.1791,10.2208,0.17658
2007-05-27T15:25:00,0,2007-05-27T15:25:00,994,10.2,2.1,58,23.1,17.6,10.17,2.14,2.1042,0.017545,2.1147,0.016597,10.2878,0.1418,10.2937,0.14057
2007-05-27T15:30:00,0,2007-05-27T15:30:00,994,10.5,2.2,65,21.4,18.8,10.5,2.18,2.127,0.020643,2.1431,0.018965,10.3013,0.16263,10.3115,0.16074
2007-05-27T15:35:00,0,2007-05-27T15:35:00,994,10.2,2.2,52,19.6,16.8,10.17,2.22,2.1834,0.016735,2.1874,0.01585,10.3285,0.13525,10.3356,0.13416
2007-05-27T15:40:00,0,2007-05-27T15:40:00,,,,,,,10.5,2.24,2.2087,0.019883,2.2145,0.018246,10.3382,0.15566,10.3522,0.15396
2007-05-27T15:45:00,0,2007-05-27T15:45:00,994,9.9,2.3,41,21.8,18.6,10.25,2.28,2.2581,0.018673,2.265,0.017293,10.2019,0.14739,10.2174,0.14604
2007-05-27T15:50:00,0,2007-05-27T15:50:00,993,10.3,2.3,35,19.2,18,10.25,2.32,2.2839,0.022064,2.2916,0.01971,10.1862,0.16899,10.2066,0.16695
2007-05-27T15:55:00,0,2007-05-27T15:55:00,994,10.3,2.4,42,19,17.3,10.25,2.35,2.3429,0.017394,2.3475,0.016141,10.2323,0.13779,10.2463,0.13668
2007-05-27T16:00:00,0,2007-05-27T16:00:00,993,9.8,2.4,43,18.7,17.2,9.83,2.39,2.3702,0.020632,2.3706,0.018545,10.2186,0.15825,10.2362,0.15651
2007-05-27T16:05:00,0,2007-05-27T16:05:00,,,,,,,10.42,2.41,2.4069,0.020344,2.4085,0.018237,10.0729,0.15559,10.0909,0.15391
2007-05-27T16:10:00,0,2007-05-27T16:10:00,993,10.2,2.4,39,22,18.5,10.42,2.37,2.4313,0.024146,2.4283,0.020906,10.0377,0.17884,10.0587,0.1764
2007-05-27T16:15:00,0,2007-05-27T16:15:00,993,9.9,2.4,39,24.5,20,10,2.45,2.4252,0.017753,2.4296,0.016567,10.0117,0.14167,10.0251,0.14048
2007-05-27T16:20:00,0,2007-05-27T16:20:00,993,10.5,2.5,47,17.3,18.6,10.5,2.47,2.4599,0.017233,2.4645,0.016212,10.1202,0.13778,10.128,0.13667
2007-05-27T16:25:00,0,2007-05-27T16:25:00,993,10.3,2.5,34,20.8,16.9,10.25,2.47,2.476,0.020399,2.483,0.018533,10.098,0.15825,10.1093,0.15653
2007-05-27T16:30:00,0,2007-05-27T16:30:00,993,10.3,2.5,36,18.3,17.1,10.29,2.5,2.4988,0.020032,2.4985,0.018193,10.1351,0.1556,10.141,0.15389
2007-05-27T16:35:00,0,2007-05-27T16:35:00,,,,,,,10,2.52,2.5125,0.019825,2.5118,0.018045,10.1643,0.15402,10.1696,0.15231
2007-05-27T16:40:00,0,2007-05-27T16:40:00,993,10.2,2.5,37,20.8,17.3,10.33,2.52,2.5253,0.023549,2.5228,0.020715,10.1471,0.17738,10.1586,0.17491
2007-05-27T16:45:00,0,2007-05-27T16:45:00,993,10.2,2.5,41,21.4,17.6,10.17,2.54,2.5268,0.021896,2.52,0.019569,10.1462,0.16827,10.1545,0.16618
2007-05-27T16:50:00,0,2007-05-27T16:50:00,993,10.4,2.6,46,20.4,17.9,10.42,2.55,2.5275,0.020939,2.514,0.018851,10.1438,0.16218,10.1525,0.1603
2007-05-27T16:55:00,0,2007-05-27T16:55:00,,,,,,,10.33,2.56,2.5664,0.020319,2.5438,0.018362,10.204,0.15816,10.213,0.15636
2007-05-27T17:00:00,0,2007-05-27T17:00:00,993,10.3,2.6,36,19.6,17.1,10.25,2.58,2.5829,0.023959,2.562,0.021162,10.1888,0.18148,10.2037,0.17895
2007-05-27T17:05:00,0,2007-05-27T17:05:00,993,10.8,2.6,42,20.6,18.3,10.75,2.61,2.6052,0.017746,2.5929,0.016664,10.388,0.14248,10.3912,0.14126
2007-05-27T17:10:00,0,2007-05-27T17:10:00,993,10.8,2.6,51,21.6,17.2,10.83,2.62,2.6251,0.020912,2.6043,0.01903,10.3927,0.16315,10.3954,0.16128
2007-05-27T17:15:00,0,2007-05-27T17:15:00,993,10.8,2.6,51,16.1,16.1,10.75,2.63,2.6251,0.016825,2.6157,0.015886,10.5974,0.13536,10.5949,0.13427
2007-05-27T17:20:00,0,2007-05-27T17:20:00,993,10.5,2.6,47,20,15.4,10.5,2.64,2.6431,0.02002,2.6278,0.018336,10.6149,0.15569,10.6073,0.15395
2007-05-27T17:25:00,0,2007-05-27T17:25:00,994,10.8,2.6,44,16.9,17.6,10.75,2.64,2.6467,0.019909,2.6326,0.018142,10.5901,0.15402,10.5839,0.15228
2007-05-27T17:30:00,0,2007-05-27T17:30:00,993,10.4,2.7,42,21.4,17.6,10.38,2.65,2.647,0.019944,2.6313,0.018051,10.6497,0.15312,10.6386,0.15137
2007-05-27T17:35:00,0,2007-05-27T17:35:00,993,10.2,2.7,45,17.7,18.2,10.17,2.66,2.6866,0.016523,2.6699,0.015561,10.477,0.13167,10.4686,0.13055
2007-05-27T17:40:00,0,2007-05-27T17:40:00,993,10.9,2.7,39,19,16.6,10.92,2.68,2.7066,0.019738,2.6945,0.018057,10.4415,0.15255,10.4322,0.1508
2007-05-27T17:45:00,0,2007-05-27T17:45:00,993,10.4,2.7,30,21,16.6,10.42,2.68,2.7171,0.016497,2.7113,0.015566,10.4981,0.13157,10.4905,0.13044
2007-05-27T17:50:00,0,2007-05-27T17:50:00,,,,,,,10.83,2.68,2.7362,0.019751,2.7246,0.018035,10.4568,0.15259,10.4474,0.15081
2007-05-27T17:55:00,0,2007-05-27T17:55:00,993,10.8,2.7,42,19.6,17.2,10.5,2.69,2.756,0.023553,2.7405,0.020701,10.4064,0.1764,10.3994,0.17381
2007-05-27T18:00:00,0,2007-05-27T18:00:00,993,11.3,2.7,40,18.5,16.1,11.33,2.69,2.7515,0.022038,2.7398,0.019591,10.4884,0.16807,10.4795,0.16586
2007-05-27T18:05:00,0,2007-05-27T18:05:00,993,10.8,2.7,30,16.9,15.3,10.83,2.71,2.7497,0.021081,2.7468,0.018896,10.7089,0.16232,10.6915,0.16032
2007-05-27T18:10:00,0,2007-05-27T18:10:00,993,10.8,2.7,35,20.2,15.7,10.83,2.74,2.7487,0.020506,2.7552,0.018466,10.7093,0.15843,10.6914,0.15655
2007-05-27T18:15:00,0,2007-05-27T18:15:00,,,,,,,11.08,2.74,2.7484,0.020209,2.7562,0.018218,10.7027,0.15591,10.682,0.15409
2007-05-27T18:20:00,0,2007-05-27T18:20:00,994,10.8,2.8,39,20.2,16.3,10.92,2.77,2.7797,0.018673,2.7918,0.017285,10.7072,0.14765,10.6897,0.14619
2007-05-27T18:25:00,0,2007-05-27T18:25:00,993,11,2.8,36,21.2,18.9,11,2.77,2.8031,0.02204,2.8222,0.019746,10.6662,0.16944,10.6412,0.16726
2007-05-27T18:30:00,0,2007-05-27T18:30:00,994,11.3,2.8,32,18.8,16.9,11.25,2.79,2.8193,0.017192,2.8316,0.016156,10.8919,0.13807,10.8694,0.13689
2007-05-27T18:35:00,0,2007-05-27T18:35:00,993,11.3,2.8,31,19.2,17.4,11.25,2.84,2.8474,0.020367,2.861,0.018527,10.874,0.15874,10.8414,0.1569
2007-05-27T18:40:00,0,2007-05-27T18:40:00,,,,,,,11.08,2.87,2.8611,0.020059,2.8759,0.018146,10.9828,0.15612,10.9465,0.15433
2007-05-27T18:45:00,0,2007-05-27T18:45:00,993,10.7,2.9,28,23.5,18.8,11.5,2.91,2.8956,0.01864,2.9075,0.017435,10.8839,0.14781,10.8512,0.14642
2007-05-27T18:50:00,0,2007-05-27T18:50:00,994,10.9,2.9,29,21.8,20.7,10.92,2.91,2.9308,0.022034,2.9397,0.019773,10.8581,0.16969,10.819,0.16756
2007-05-27T18:55:00,0,2007-05-27T18:55:00,994,10.8,3,29,21.4,18.9,10.83,2.98,2.9706,0.017199,2.9798,0.016158,10.8325,0.13819,10.8044,0.13705
2007-05-27T19:00:00,0,2007-05-27T19:00:00,993,10.5,3,24,22.7,19.5,10.5,3.04,3.0082,0.016847,3.0147,0.015964,10.7223,0.13557,10.694,0.1345
2007-05-27T19:05:00,0,2007-05-27T19:05:00,,,,,,,11.08,3.07,3.051,0.020026,3.0715,0.018301,10.6845,0.15618,10.6504,0.15447
2007-05-27T19:10:00,0,2007-05-27T19:10:00,994,11.3,3.1,33,16.9,15.4,11,3.13,3.0978,0.01861,3.1111,0.017335,10.8592,0.1478,10.8266,0.14643
2007-05-27T19:15:00,0,2007-05-27T19:15:00,994,10.8,3.2,27,23.5,19.2,11.08,3.18,3.145,0.022006,3.1604,0.019779,10.8545,0.16955,10.8136,0.16747
2007-05-27T19:20:00,0,2007-05-27T19:20:00,994,10.9,3.2,25,16.5,15.7,10.92,3.24,3.2104,0.017197,3.2149,0.016165,10.852,0.13805,10.826,0.13693
2007-05-27T19:25:00,0,2007-05-27T19:25:00,994,11.3,3.3,25,16.3,12.8,11.25,3.28,3.2612,0.02042,3.2769,0.018581,10.8517,0.1586,10.8175,0.15684
2007-05-27T19:30:00,0,2007-05-27T19:30:00,994,11.1,3.3,28,15.5,13.9,11.08,3.34,3.3254,0.020108,3.3344,0.018279,10.9919,0.15589,10.9553,0.15417
2007-05-27T19:35:00,0,2007-05-27T19:35:00,,,,,,,11.08,3.41,3.3678,0.019922,3.3792,0.018011,11.0446,0.15429,11.0127,0.15255
2007-05-27T19:40:00,0,2007-05-27T19:40:00,994,11.2,3.5,16,15.2,14.9,11.08,3.45,3.4166,0.023701,3.429,0.020914,11.0702,0.17778,11.032,0.17529
2007-05-27T19:45:00,0,2007-05-27T19:45:00,994,10.8,3.5,21,17.5,14.9,10.75,3.51,3.5019,0.022222,3.5106,0.019682,11.144,0.16866,11.1092,0.16654
2007-05-27T19:50:00,0,2007-05-27T19:50:00,994,10.9,3.6,15,19.6,16.2,10.92,3.57,3.5516,0.021138,3.5576,0.018936,11.0616,0.16261,11.031,0.16069
2007-05-27T19:55:00,0,2007-05-27T19:55:00,,,,,,,10.92,3.63,3.6196,0.020602,3.6215,0.018376,11.0306,0.15868,11.0064,0.15683
2007-05-27T20:00:00,0,2007-05-27T20:00:00,994,10.8,3.7,18,20.8,16.7,10.75,3.68,3.6693,0.024406,3.6715,0.021232,11.0461,0.18238,11.0164,0.17976
2007-05-27T20:05:00,0,2007-05-27T20:05:00,994,10.7,3.7,10,21.2,17.1,10.67,3.74,3.731,0.02243,3.7271,0.019808,10.9704,0.17123,10.9539,0.16905
2007-05-27T20:10:00,0,2007-05-27T20:10:00,994,11,3.8,12,22.3,17.1,11,3.79,3.7762,0.017317,3.7765,0.016152,10.9171,0.13877,10.9118,0.13762
2007-05-27T20:15:00,0,2007-05-27T20:15:00,994,10.8,3.9,10,22.5,17.2,10.75,3.85,3.8457,0.017002,3.8403,0.015952,10.8857,0.13601,10.8833,0.13492
2007-05-27T20:20:00,0,2007-05-27T20:20:00,,,,,,,10.83,3.89,3.891,0.020249,3.8888,0.018296,10.8828,0.15682,10.8816,0.15507
2007-05-27T20:25:00,0,2007-05-27T20:25:00,994,11.1,3.9,6,24.9,17.4,10.58,3.95,3.9323,0.024044,3.9236,0.020894,10.8804,0.18061,10.8863,0.17801
2007-05-27T20:30:00,0,2007-05-27T20:30:00,994,10.7,4,15,22.9,17.1,10.71,3.99,3.9557,0.022164,3.9438,0.019663,10.9593,0.17043,10.9662,0.16824
2007-05-27T20:35:00,0,2007-05-27T20:35:00,994,10.8,4,13,22.7,17.4,10.83,4.01,4.0039,0.017266,3.9964,0.016113,10.8557,0.13857,10.8643,0.1374
2007-05-27T20:40:00,0,2007-05-27T20:40:00,995,10.9,4.1,24,18.5,18.5,10.92,4.05,4.0346,0.020488,4.0219,0.018542,10.8487,0.15944,10.8634,0.1576
2007-05-27T20:45:00,0,2007-05-27T20:45:00,995,10.8,4.1,23,15.9,16.9,10.75,4.07,4.0897,0.016753,4.077,0.015713,10.842,0.1342,10.8539,0.13309
2007-05-27T20:50:00,0,2007-05-27T20:50:00,,,,,,,10.42,4.09,4.1153,0.020031,4.0908,0.018151,10.8337,0.15498,10.8521,0.15321
2007-05-27T20:55:00,0,2007-05-27T20:55:00,995,10.6,4.1,9,20.8,15.8,10.92,4.11,4.1226,0.018655,4.106,0.017267,10.7527,0.14723,10.769,0.14579
2007-05-27T21:00:00,0,2007-05-27T21:00:00,995,10.7,4.1,17,21.6,15.4,10.67,4.11,4.1372,0.022123,4.116,0.019713,10.7333,0.16916,10.7535,0.16696
2007-05-27T21:05:00,0,2007-05-27T21:05:00,995,10.5,4.1,11,22.2,18.3,10.5,4.11,4.1322,0.02112,4.1157,0.018936,10.7023,0.16281,10.7221,0.16081
2007-05-27T21:10:00,0,2007-05-27T21:10:00,995,10.6,4.1,28,19.4,17.7,10.58,4.1,4.1241,0.020553,4.1099,0.018493,10.6165,0.1586,10.6343,0.15672
2007-05-27T21:15:00,0,2007-05-27T21:15:00,,,,,,,10.75,4.1,4.1151,0.020234,4.1085,0.018252,10.5828,0.1559,10.5948,0.15407
2007-05-27T21:20:00,0,2007-05-27T21:20:00,995,10.6,4.1,21,22.9,18.6,10.5,4.08,4.1074,0.018795,4.1044,0.01732,10.5687,0.14756,10.5768,0.14609
2007-05-27T21:25:00,0,2007-05-27T21:25:00,995,10.9,4.1,17,18.3,16.8,10.92,4.06,4.1021,0.022321,4.1057,0.019844,10.5422,0.16919,10.5524,0.16699
2007-05-27T21:30:00,0,2007-05-27T21:30:00,995,10.7,4,9,20.8,16.1,10.67,4.04,4.0949,0.021299,4.1022,0.019065,10.6366,0.16261,10.6399,0.16063
2007-05-27T21:35:00,0,2007-05-27T21:35:00,995,10.3,4,15,27.4,20.8,10.33,4.02,4.0512,0.020888,4.0659,0.018637,10.6445,0.15834,10.6516,0.15648
2007-05-27T21:40:00,0,2007-05-27T21:40:00,,,,,,,9.75,4.02,4.0202,0.020679,4.0398,0.018312,10.5283,0.15567,10.5379,0.15384
2007-05-27T21:45:00,0,2007-05-27T21:45:00,995,10.5,4,18,24.9,22.4,9.92,4,4.0065,0.024796,4.0325,0.021325,10.5053,0.17897,10.5161,0.17636
2007-05-27T21:50:00,0,2007-05-27T21:50:00,995,10.2,4,12,29.1,23.5,10.17,3.98,3.9943,0.018144,4.0104,0.016793,10.3971,0.14174,10.4043,0.14047
2007-05-27T21:55:00,0,2007-05-27T21:55:00,995,10.3,4,16,28.6,24.3,10.33,3.98,3.9829,0.021619,4.007,0.019292,10.3628,0.16259,10.37,0.16063
2007-05-27T22:00:00,0,2007-05-27T22:00:00,995,10.5,4,24,24.3,22,10.5,3.98,3.9862,0.017147,4.0024,0.01604,10.3606,0.13526,10.363,0.13412
2007-05-27T22:05:00,0,2007-05-27T22:05:00,,,,,,,10.33,3.99,3.9792,0.020533,3.9945,0.018531,10.3319,0.15574,10.335,0.15394
2007-05-27T22:10:00,0,2007-05-27T22:10:00,995,10.3,4,16,27.2,21.1,10.08,3.99,3.9839,0.018989,3.9938,0.017513,10.3023,0.14748,10.3029,0.14602
2007-05-27T22:15:00,0,2007-05-27T22:15:00,995,10.3,4,18,41,27.6,10.17,3.99,3.9802,0.02263,3.9896,0.020034,10.2739,0.16917,10.2657,0.16694
2007-05-27T22:20:00,0,2007-05-27T22:20:00,995,9.8,4,22,42.7,33.6,9.75,3.99,3.9909,0.017496,3.9958,0.016304,10.1267,0.13789,10.1221,0.13669
2007-05-27T22:25:00,0,2007-05-27T22:25:00,995,9.3,4,27,42.2,31.5,9.25,4.01,3.9905,0.020881,3.991,0.018794,10.0825,0.15841,10.0728,0.15652
2007-05-27T22:30:00,0,2007-05-27T22:30:00,995,9.6,4,26,34.6,29.2,9.58,4.01,3.9959,0.016968,3.9939,0.015882,9.7462,0.1336,9.743,0.13246
2007-05-27T22:35:00,0,2007-05-27T22:35:00,,,,,,,9.5,4.01,3.9965,0.020477,3.9926,0.018463,9.669,0.15413,9.6632,0.15232
2007-05-27T22:40:00,0,2007-05-27T22:40:00,996,9.1,4,20,33.2,28.8,9.42,4.01,3.9983,0.019072,3.9873,0.01755,9.4373,0.1466,9.4331,0.14513
2007-05-27T22:45:00,0,2007-05-27T22:45:00,996,9.7,4,14,24.9,24.6,9.67,4.01,3.9986,0.022911,3.9862,0.020211,9.3443,0.16836,9.3385,0.16613
2007-05-27T22:50:00,0,2007-05-27T22:50:00,996,9.5,4,12,34.8,25.6,9.5,4.01,3.9992,0.017693,3.9898,0.016474,9.4096,0.13763,9.4056,0.13642
2007-05-27T22:55:00,0,2007-05-27T22:55:00,,,,,,,9.25,3.99,3.9978,0.021377,3.9849,0.019166,9.3426,0.15818,9.3433,0.1563
2007-05-27T23:00:00,0,2007-05-27T23:00:00,996,9.4,4,19,39.1,33.4,9.33,3.98,3.9971,0.019543,3.9877,0.018209,9.3185,0.14882,9.3207,0.14737
2007-05-27T23:05:00,0,2007-05-27T23:05:00,996,9.1,3.9,17,38.5,31.6,9.08,3.94,3.9574,0.018489,3.952,0.017424,9.2142,0.14248,9.2214,0.14124
2007-05-27T23:10:00,0,2007-05-27T23:10:00,996,9.3,3.9,17,36.9,24.6,9.33,3.92,3.9284,0.017854,3.9294,0.016933,9.1962,0.13819,9.2056,0.13706
2007-05-27T23:15:00,0,2007-05-27T23:15:00,997,9.3,3.9,11,27.6,26.5,9.25,3.89,3.9062,0.017469,3.908,0.016623,9.1878,0.13535,9.2003,0.13428
2007-05-27T23:20:00,0,2007-05-27T23:20:00,,,,,,,8.75,3.86,3.8833,0.021058,3.8979,0.019322,9.1461,0.15568,9.166,0.15398
2007-05-27T23:25:00,0,2007-05-27T23:25:00,996,8.5,3.8,19,36.7,32.1,8.33,3.84,3.8332,0.01936,3.8473,0.018225,8.9121,0.14737,8.9352,0.14603
2007-05-27T23:30:00,0,2007-05-27T23:30:00,996,8.2,3.8,25,33,30.8,8.17,3.8,3.7999,0.018291,3.8121,0.017347,8.6567,0.14166,8.6791,0.1405
2007-05-27T23:35:00,0,2007-05-27T23:35:00,996,8.3,3.8,13,41.6,32.1,8.33,3.75,3.7758,0.017616,3.79,0.016802,8.4957,0.13777,8.5192,0.13669
2007-05-27T23:40:00,0,2007-05-27T23:40:00,997,8.6,3.7,18,35.4,31.2,8.58,3.73,3.7255,0.017239,3.7359,0.01649,8.4583,0.13517,8.4785,0.13413
2007-05-27T23:45:00,0,2007-05-27T23:45:00,,,,,,,8.42,3.65,3.6822,0.020731,3.6958,0.019173,8.3808,0.1556,8.399,0.1539
2007-05-27T23:50:00,0,2007-05-27T23:50:00,997,8.3,3.6,26,34.6,31.9,8.17,3.63,3.6211,0.019173,3.6308,0.018176,8.3058,0.14737,8.3227,0.14602
2007-05-27T23:55:00,0,2007-05-27T23:55:00,997,8.3,3.6,13,36.1,30.7,8.33,3.59,3.582,0.018355,3.5835,0.017383,8.2566,0.14169,8.269,0.1405
2007-05-28T00:00:00,0,2007-05-28T00:00:00,997,8.2,3.6,12,37.7,29.2,8.17,3.55,3.5542,0.017783,3.5514,0.016896,8.1978,0.13779,8.2061,0.13668
2007-05-28T00:05:00,0,2007-05-28T00:05:00,997,8.2,3.5,17,36.1,31.3,8.17,3.51,3.502,0.01745,3.4927,0.016607,8.1587,0.13518,8.1647,0.13411
2007-05-28T00:10:00,0,2007-05-28T00:10:00,,,,,,,8.33,3.46,3.4477,0.021102,3.4321,0.019302,8.1115,0.15558,8.1195,0.15387
2007-05-28T00:15:00,0,2007-05-28T00:15:00,997,8.2,3.4,15,37.5,30.5,8.08,3.4,3.3933,0.019381,3.3793,0.01821,8.1113,0.14733,8.118,0.14598
2007-05-28T00:20:00,0,2007-05-28T00:20:00,997,8,3.4,21,35.9,34.4,8.33,3.35,3.3579,0.018348,3.3458,0.017344,8.056,0.14165,8.0589,0.14046
2007-05-28T00:25:00,0,2007-05-28T00:25:00,997,8.2,3.3,12,36.9,32.2,8.17,3.29,3.2992,0.017671,3.2854,0.016793,8.0745,0.13774,8.0758,0.13664
2007-05-28T00:30:00,0,2007-05-28T00:30:00,997,8.1,3.2,20,38.9,30.2,8.13,3.23,3.2239,0.017249,3.2081,0.016454,8.0671,0.13513,8.0654,0.13408
2007-05-28T00:35:00,0,2007-05-28T00:35:00,,,,,,,7.92,3.17,3.1562,0.020658,3.1343,0.019069,8.0529,0.15551,8.0472,0.15383
2007-05-28T00:40:00,0,2007-05-28T00:40:00,997,8.1,3.1,6,25.8,22.3,8.08,3.09,3.0905,0.019068,3.0759,0.018038,8.0607,0.14728,8.0559,0.14595
2007-05-28T00:45:00,0,2007-05-28T00:45:00,997,8.3,3,1,29.5,23.1,8.25,3.01,3.0119,0.018116,2.9978,0.017213,8.1279,0.14161,8.1245,0.14043
2007-05-28T00:50:00,0,2007-05-28T00:50:00,998,8,2.9,1,28.6,26.6,8,2.93,2.9247,0.01753,2.9108,0.016701,8.0922,0.13772,8.0915,0.13662
2007-05-28T00:55:00,0,2007-05-28T00:55:00,,,,,,,8.33,2.84,2.8472,0.020944,2.8355,0.019273,8.0894,0.15816,8.0887,0.15642
2007-05-28T01:00:00,0,2007-05-28T01:00:00,,,,,,,8.17,2.75,2.7695,0.025068,2.753,0.022308,8.0911,0.18137,8.0949,0.17885
2007-05-28T01:05:00,0,2007-05-28T01:05:00,997,8,2.7,9,41.4,31.1,8,2.65,2.6961,0.021069,2.6839,0.019662,8.0573,0.16184,8.0612,0.16022
2007-05-28T01:10:00,0,2007-05-28T01:10:00,997,7.6,2.6,10,36.9,30.7,7.58,2.56,2.6116,0.019075,2.6063,0.018031,7.902,0.15006,7.9055,0.1488
2007-05-28T01:15:00,0,2007-05-28T01:15:00,,,,,,,7.83,2.45,2.5359,0.022369,2.5268,0.020495,7.8837,0.17045,7.8918,0.16851
2007-05-28T01:20:00,0,2007-05-28T01:20:00,998,7.8,2.4,7,32.3,28.2,8.08,2.36,2.436,0.019773,2.4328,0.01866,7.8412,0.1552,7.8475,0.15382
2007-05-28T01:25:00,0,2007-05-28T01:25:00,998,7.7,2.3,1,36.3,25.1,7.58,2.28,2.3382,0.018351,2.3389,0.017462,7.7859,0.14576,7.7906,0.14461
2007-05-28T01:30:00,0,2007-05-28T01:30:00,998,7.7,2.2,9,35.4,27.6,7.67,2.19,2.2405,0.017583,2.2418,0.016758,7.7489,0.13976,7.7523,0.13871
2007-05-28T01:35:00,0,2007-05-28T01:35:00,998,7.8,2.1,5,29.9,26.1,7.75,2.09,2.1436,0.017169,2.1524,0.01636,7.7452,0.136,7.7492,0.13498
2007-05-28T01:40:00,0,2007-05-28T01:40:00,,,,,,,7.67,2,2.0687,0.02048,2.0766,0.018892,7.7247,0.15597,7.7277,0.15431
2007-05-28T01:45:00,0,2007-05-28T01:45:00,998,7.7,1.9,358,32.6,24.7,7.67,1.93,1.9601,0.019132,1.968,0.017903,7.7033,0.1474,7.7037,0.14607
2007-05-28T01:50:00,0,2007-05-28T01:50:00,998,8,1.9,11,29.7,25.8,7.25,1.85,1.8929,0.018116,1.9024,0.017113,7.7783,0.14162,7.7735,0.14044
2007-05-28T01:55:00,0,2007-05-28T01:55:00,998,7.4,1.7,4,38.1,26.7,7.42,1.73,1.7832,0.017661,1.7941,0.016616,7.669,0.13771,7.6614,0.13662
2007-05-28T02:00:00,0,2007-05-28T02:00:00,998,7.1,1.7,3,38.1,29.8,7.08,1.69,1.7104,0.017293,1.7205,0.016314,7.5005,0.13515,7.4904,0.13408
2007-05-28T02:05:00,0,2007-05-28T02:05:00,998,6.8,1.6,0,32.8,27.5,6.75,1.63,1.6331,0.017092,1.6418,0.016142,7.2874,0.13352,7.2768,0.13247
2007-05-28T02:10:00,0,2007-05-28T02:10:00,,,,,,,6.92,1.58,1.5757,0.020515,1.5933,0.01872,7.2298,0.15406,7.2086,0.15237
2007-05-28T02:15:00,0,2007-05-28T02:15:00,999,7,1.5,9,30.9,25.5,6.58,1.54,1.516,0.019039,1.5305,0.017827,7.1206,0.14657,7.1003,0.14521
2007-05-28T02:20:00,0,2007-05-28T02:20:00,999,6.8,1.5,2,24.3,24.3,6.83,1.5,1.4802,0.018061,1.4889,0.017074,6.9841,0.1413,6.9642,0.1401
2007-05-28T02:25:00,0,2007-05-28T02:25:00,999,6.8,1.5,2,32.4,22.8,6.75,1.47,1.4617,0.017473,1.4689,0.016589,6.8858,0.13762,6.8653,0.13651
2007-05-28T02:30:00,0,2007-05-28T02:30:00,998,6.7,1.4,360,32.6,22.7,6.67,1.44,1.4234,0.017101,1.4312,0.016288,6.7912,0.13511,6.7728,0.13404
2007-05-28T02:35:00,0,2007-05-28T02:35:00,,,,,,,6.67,1.43,1.4004,0.020489,1.4116,0.01883,6.7272,0.15554,6.6976,0.15384
2007-05-28T02:40:00,0,2007-05-28T02:40:00,999,6.4,1.4,360,34,22.9,6.58,1.42,1.3915,0.019007,1.399,0.017868,6.5836,0.14732,6.5572,0.14597
2007-05-28T02:45:00,0,2007-05-28T02:45:00,999,6.9,1.4,6,35.9,23.3,6.25,1.41,1.3889,0.018076,1.3943,0.017082,6.6349,0.14163,6.6034,0.14045
2007-05-28T02:50:00,0,2007-05-28T02:50:00,998,6.8,1.4,357,32.6,25.6,6.83,1.41,1.3919,0.017526,1.3933,0.01659,6.6529,0.13771,6.6193,0.13664
2007-05-28T02:55:00,0,2007-05-28T02:55:00,999,6.6,1.4,2,32.4,25.6,6.58,1.42,1.3976,0.01717,1.3977,0.016284,6.6207,0.13509,6.5865,0.13407
2007-05-28T03:00:00,0,2007-05-28T03:00:00,999,6.5,1.4,357,29.7,24.5,6.5,1.44,1.4056,0.016991,1.4059,0.016114,6.5749,0.13342,6.5419,0.1324
